season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2004,1,HOU,REG,2004_01_SD_HOU,LAC,19,25,229,0,2,2,-3,0,0,0,229,14,7.08881909396525,,0,9,4,2,0,29,110,2,1,1,4,-6.334867770958226,0,1,0,0,0,19,0,229,0,1,1,0,0,14,14.974664179782849,0,9,4,2,0,0,38,12,18,0,0,0,1.0,7.0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,83,6,2,0,0,2,2,2,25,6,154,2,2,0,0,37,1.0,0,1,1,0,0,0,0,0,0,0,0,0,37;20,,,57,0,0,2,2,0,0,1.0,0,0,0,0,0,2,0,53,92,1,0,0,0,1,1,13,0,79
2004,2,HOU,REG,2004_02_HOU_DET,DET,23,34,313,2,1,5,-39,1,0,0,313,12,10.232569397040566,,0,12,6,5,1,32,112,0,2,1,8,-6.1132562958518974,0,2,0,0,0,23,0,313,2,1,1,0,0,12,20.28606776586726,0,12,6,5,1,0,36,2,12,0,0,0,2.0,4.0,0,1,23,3,0,0,0,0,2,-1,0,0,0,9,74,4,3,1,0,4,2,3,15,4,54,1,1,0,0,34,1.0,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,1,1,0,0,1.0,0,0,0,0,0,2,0,48,84,2,0,0,0,2,0,0,0,84
2004,3,HOU,REG,2004_03_HOU_KC,KC,13,25,233,1,1,3,-13,0,0,0,233,10,3.795825221692212,,0,9,5,5,1,26,76,0,1,0,4,-3.593832481610816,1,2,2,0,0,13,0,233,1,1,0,0,0,10,17.540798355883453,0,9,5,5,1,0,47,13,13,0,0,0,3.0,28.0,0,1,102,3,1,0,0,0,1,-3,0,0,0,7,60,6,1,1,1,2,0,2,31,4,102,3,3,0,0,49,1.0,0,1,0,2,0,0,0,0,0,0,0,0,28;49;49,,,126,0,0,1,1,0,0,1.0,1,1,0,0,49,4,0,40,152,0,0,0,0,3,1,11,0,141
2004,4,HOU,REG,2004_04_OAK_HOU,LV,14,24,228,1,0,1,-4,0,0,0,228,10,8.523802312828147,,0,10,6,5,0,40,162,1,2,1,9,-9.935585940073981,0,5,3,0,0,14,0,228,1,0,0,0,0,10,18.941866969078546,0,10,6,5,0,0,36,10,16,0,0,1,1.0,13.0,0,3,86,15,0,0,0,0,1,-1,2,19,1,4,25,4,1,1,0,2,1,3,41,4,77,3,4,1,0,46,0.75,0,1,0,2,0,0,0,0,0,0,1,0,46;21;44,57,,111,57,0,3,3,0,0,1.0,0,0,0,0,0,3,0,45,119,1,1,0,0,0,2,11,0,108
2004,5,HOU,REG,2004_05_MIN_HOU,MIN,27,43,372,3,0,4,-14,0,0,0,372,16,16.875585076515563,,0,15,11,6,0,17,52,1,0,0,3,-3.176359554869123,0,1,1,0,0,27,0,372,3,0,0,0,0,16,34.78752318699844,0,15,11,6,0,0,45,20,24,0,0,0,3.0,8.0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,88,5,0,0,0,0,0,4,46,5,123,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0,7,0,54,327,1,0,1,2,2,2,17,0,270
2004,6,HOU,REG,2004_06_HOU_TEN,TEN,16,26,266,1,1,2,-19,1,1,0,266,14,2.8906480926727265,,0,11,7,6,1,37,98,1,1,0,4,-3.974025203387522,0,2,1,0,0,16,0,266,1,0,0,0,0,14,23.755602694296776,0,11,7,6,1,0,39,10,10,0,0,0,1.0,6.0,0,4,14,9,0,0,0,0,1,-1,0,0,0,4,19,3,1,1,0,2,1,4,28,3,61,2,2,0,0,50,1.0,0,1,0,0,1,0,0,0,0,0,0,0,21;50,,,71,0,0,2,2,0,0,1.0,0,0,0,0,0,5,0,48,193,3,0,1,0,2,2,16,0,177
2004,8,HOU,REG,2004_08_JAX_HOU,JAX,26,35,276,1,0,0,0,0,0,0,276,15,6.962177321598624,,0,12,8,4,0,32,93,0,1,1,6,-5.408857702976093,0,1,0,0,0,26,0,276,1,1,1,0,0,15,13.281471088936087,0,12,8,4,0,0,35,11,13,0,0,1,1.0,7.0,0,2,43,8,1,0,0,0,0,0,0,0,0,8,75,2,1,1,1,2,2,2,34,3,63,2,2,0,0,38,1.0,0,1,1,0,0,0,0,0,0,0,0,0,38;21,,,59,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,52,155,1,0,1,0,1,2,14,0,141
2004,9,HOU,REG,2004_09_HOU_DEN,DEN,22,41,245,0,0,4,-17,0,0,0,245,11,2.3880976463984496,,0,10,3,2,1,27,103,2,0,0,10,-2.030105496989563,0,2,1,0,0,22,0,245,0,0,0,0,0,11,15.94855270751589,0,10,3,2,1,0,39,2,20,0,0,0,1.0,9.0,0,0,0,3,0,0,0,14,0,0,0,0,0,9,109,6,0,0,0,0,0,3,-6,3,59,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,37,,0,37,0,1,1,0,0,1.0,0,0,0,0,0,6,0,57,280,3,0,2,0,2,2,18,0,262
2004,10,HOU,REG,2004_10_HOU_IND,IND,22,41,215,0,3,5,-45,3,1,0,215,13,-21.748603068233933,,0,9,4,2,0,37,132,2,0,0,6,-3.1979317983878515,0,3,3,0,0,22,0,215,0,0,0,0,0,13,21.431952631042805,0,9,4,2,0,0,34,6,6,0,0,1,1.0,8.0,0,2,34,5,0,0,0,0,2,0,0,0,0,8,65,3,3,0,0,3,1,2,19,7,166,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,55,,0,55,0,2,2,0,0,1.0,0,0,0,0,0,4,0,44,135,1,0,0,0,2,2,42,0,93
2004,11,HOU,REG,2004_11_GB_HOU,GB,13,27,164,1,0,2,-20,0,0,0,164,7,-3.5976916444044056,,0,7,4,3,1,27,107,0,0,0,4,-4.108123995596543,0,3,1,1,0,13,0,164,1,0,0,0,0,7,12.021342306630686,0,7,4,3,1,0,43,16,18,0,0,0,0.0,0.0,0,2,0,9,0,0,0,0,0,0,0,0,0,3,25,3,0,0,0,0,0,3,38,4,73,2,3,1,0,46,0.6666666666666666,0,0,0,2,0,0,0,0,0,1,0,0,46;40,40,,86,40,0,1,1,0,0,1.0,0,0,0,0,0,7,0,53,308,3,0,0,1,2,4,23,0,265
2004,12,HOU,REG,2004_12_TEN_HOU,TEN,21,30,201,2,1,3,-22,0,0,0,201,13,1.4977169335305556,,0,12,2,1,0,21,149,2,0,0,6,8.52801606620017,0,3,3,2,1,21,0,201,2,0,0,0,0,13,17.976354799058754,0,12,2,1,0,0,35,17,27,0,0,2,1.0,6.0,0,1,24,6,0,0,0,0,0,0,2,0,0,3,36,4,0,0,0,0,0,1,0,4,93,1,2,0,1,29,0.5,0,1,0,0,0,0,0,0,0,0,0,0,29,,41,29,0,41,4,4,0,0,1.0,0,0,0,0,0,3,0,46,136,0,0,0,0,1,2,6,0,130
2004,13,HOU,REG,2004_13_HOU_NYJ,NYJ,12,25,157,0,2,2,-10,0,0,0,157,7,-10.285655292740557,,0,6,3,2,0,25,83,1,1,0,5,-0.6769974841736257,0,2,0,0,0,12,0,157,0,0,0,0,0,7,12.820492284139618,0,6,3,2,0,0,36,19,19,0,0,0,1.0,5.0,0,1,20,5,0,0,0,0,1,-2,0,0,0,5,48,4,0,1,0,1,0,1,2,7,129,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,3,0,47,117,0,0,1,0,1,1,46,0,71
2004,14,HOU,REG,2004_14_IND_HOU,IND,16,21,167,1,1,5,-42,0,0,0,167,9,0.285711211967282,,0,9,3,0,0,28,148,1,0,0,8,-1.28458082373254,0,5,3,0,0,16,0,167,1,0,0,0,0,9,14.492062098695897,0,9,3,0,0,0,40,20,20,0,0,2,2.0,17.0,0,0,0,3,0,0,0,0,0,-7,0,0,0,6,30,6,0,1,0,1,1,1,9,5,98,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,52,173,1,0,0,0,2,2,8,0,165
2004,15,HOU,REG,2004_15_HOU_CHI,CHI,13,28,220,1,0,2,-12,0,0,0,220,8,7.65455470680421,,0,6,4,4,1,34,106,1,0,0,6,-5.420897523187003,0,3,1,1,0,13,0,220,1,0,0,0,0,8,21.90597434400115,0,6,4,4,1,0,47,5,5,0,0,1,2.0,19.0,0,2,43,9,0,0,0,0,0,0,2,75,1,10,89,4,0,0,0,0,0,5,44,2,23,1,2,1,0,20,0.5,0,1,0,0,0,0,0,0,0,1,0,0,20,42,,20,42,0,3,3,0,0,1.0,0,0,0,0,0,7,0,43,215,1,0,1,1,2,3,3,0,192
2004,16,HOU,REG,2004_16_HOU_JAX,JAX,14,20,139,1,2,4,-17,0,0,0,139,8,1.9871772372571286,,0,7,4,0,0,43,211,1,0,0,11,-0.3730099355203085,0,6,5,2,1,14,0,139,1,0,0,0,0,8,14.36051592201693,0,7,4,0,0,0,36,2,6,0,0,2,2.0,14.0,0,1,0,1,0,2,0,0,2,3,2,73,1,6,50,2,0,2,0,2,0,3,4,1,27,0,1,0,1,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,34,0,0,34,3,3,0,0,1.0,0,0,0,0,0,5,0,54,221,1,1,0,1,1,2,21,0,180
2004,17,HOU,REG,2004_17_CLE_HOU,CLE,16,27,130,1,0,6,-28,0,0,0,130,7,-5.849522645294201,,0,5,1,0,0,24,136,1,0,0,9,-0.03426498232875019,0,5,5,1,0,16,0,130,1,0,0,0,0,7,8.022993813094217,0,5,1,0,0,0,39,12,18,0,0,0,1.0,1.0,0,2,4,10,0,1,0,0,0,0,0,0,0,8,52,5,1,0,0,1,1,1,-1,7,148,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0,7,0,53,302,0,2,0,2,1,2,16,0,246
2005,1,HOU,REG,2005_01_HOU_BUF,BUF,9,21,70,0,3,5,-45,1,1,0,70,4,-19.306956697779242,,0,3,1,0,0,23,95,1,1,1,6,0.1855195378884673,0,2,1,0,0,9,0,70,0,0,0,0,0,4,3.8671052758581936,0,3,1,0,0,0,40,11,23,0,0,0,1.0,6.0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,38,4,2,0,0,2,2,1,6,7,141,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,5,0,51,213,1,1,0,0,2,2,19,0,194
2005,2,HOU,REG,2005_02_PIT_HOU,PIT,16,26,167,1,0,8,-59,1,1,0,167,11,-6.245391438074876,,0,6,4,3,0,25,113,0,0,0,5,1.7573552371468395,0,3,2,1,0,16,0,167,1,0,0,0,0,11,16.350165096926503,0,6,4,3,0,0,34,10,18,0,0,0,1.0,1.0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,58,5,1,0,0,1,1,1,6,5,101,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,4,0,51,161,2,0,0,0,2,2,10,0,151
2005,4,HOU,REG,2005_04_HOU_CIN,CIN,17,26,174,1,0,7,-46,1,1,0,174,11,2.2121402554912493,,0,10,2,1,0,23,126,0,0,0,6,4.0248618225079476,0,5,2,0,0,17,0,174,1,0,0,0,0,11,15.08019704563776,0,10,2,1,0,0,49,0,14,0,0,1,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,90,4,1,0,0,1,1,1,4,5,130,1,1,0,0,28,1.0,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,1,1,0,0,1.0,0,0,0,0,0,4,0,45,145,2,0,0,0,2,2,7,0,138
2005,5,HOU,REG,2005_05_TEN_HOU,TEN,18,27,131,1,1,7,-35,1,0,0,131,7,-8.033953334208755,,1,4,1,0,0,28,161,0,0,0,5,1.2763285198517864,0,4,3,1,1,18,0,131,1,0,0,0,0,7,8.464401593766642,1,4,1,0,0,0,42,12,16,0,0,1,0.0,0.0,0,0,0,5,0,0,0,35,1,0,0,0,0,6,39,5,2,0,1,2,0,3,20,7,171,4,4,0,0,47,1.0,0,0,2,2,0,0,0,0,0,0,0,0,32;38;43;47,,,160,0,0,0,0,0,0,,0,0,0,0,0,5,0,61,227,1,0,1,0,2,2,8,0,219
2005,6,HOU,REG,2005_06_HOU_SEA,SEA,19,33,179,1,0,3,-19,0,0,0,179,10,6.317917112416953,,0,6,4,2,0,22,67,0,1,0,3,-2.9652831273851916,0,2,2,0,0,19,0,179,1,0,0,0,0,10,17.72990860848222,0,6,4,2,0,0,41,15,15,0,0,2,3.0,29.0,0,1,3,3,0,0,0,0,1,-5,0,0,0,13,95,3,0,1,0,1,0,0,0,4,90,1,2,1,0,39,0.5,0,0,1,0,0,0,0,0,0,0,1,0,39,56,,39,56,0,1,1,0,0,1.0,0,0,0,0,0,6,0,43,225,2,0,1,0,1,4,18,0,207
2005,7,HOU,REG,2005_07_IND_HOU,IND,6,9,48,1,1,5,-42,3,1,0,48,4,-16.744004875552374,,0,1,1,0,0,33,133,1,0,0,9,2.307981969031971,0,4,1,0,0,6,0,48,1,0,0,0,0,4,5.223649344741832,0,1,1,0,0,1,38,13,21,0,0,1,2.0,5.0,0,1,1,2,0,0,0,0,2,0,1,0,0,3,15,3,3,0,0,3,1,0,0,7,266,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,44,148,3,0,1,0,2,1,9,0,139
2005,8,HOU,REG,2005_08_CLE_HOU,CLE,10,20,138,1,1,2,-18,0,0,0,138,7,0.24112614169196878,,0,5,2,2,0,37,117,0,1,0,4,-7.374386456089672,0,2,1,0,0,10,0,138,1,0,0,0,0,7,15.155914437083993,0,5,2,2,0,0,30,20,26,0,0,2,2.0,16.0,0,0,0,8,0,0,0,0,0,0,2,3,0,5,35,3,1,0,1,1,0,1,20,5,177,4,5,1,0,40,0.8,0,0,3,1,0,0,0,0,1,0,0,0,38;37;35;40,38,,150,38,0,1,1,0,0,1.0,0,0,0,0,0,4,0,50,156,1,0,0,0,2,2,21,0,135
2005,9,HOU,REG,2005_09_HOU_JAX,JAX,22,30,219,1,0,6,-28,3,1,0,219,10,3.5392366925952956,,0,8,3,2,0,23,88,1,0,0,7,0.39082916965708137,0,3,0,0,0,22,0,219,1,0,0,0,0,10,17.831413652573247,0,8,3,2,0,0,45,3,3,0,0,0,2.0,4.0,0,0,0,2,0,1,0,0,4,0,0,0,0,4,30,3,4,1,0,5,1,2,0,4,80,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0,5,0,55,220,3,0,1,0,2,2,8,0,212
2005,10,HOU,REG,2005_10_HOU_IND,IND,16,25,138,1,0,3,-12,0,0,0,138,7,-1.5887508068213956,,0,6,1,0,0,24,83,1,0,0,3,-1.6469554957584478,0,1,1,0,0,16,0,138,1,0,0,0,0,7,10.747598965584416,0,6,1,0,0,0,40,14,14,0,0,1,1.0,4.0,0,0,0,3,0,1,0,0,2,0,2,0,0,4,35,3,1,1,0,2,0,3,9,6,143,1,1,0,0,24,1.0,0,1,0,0,0,0,0,0,0,0,0,0,24,,,24,0,0,2,2,0,0,1.0,0,0,0,0,0,6,0,44,221,1,0,0,0,3,3,7,0,214
2005,11,HOU,REG,2005_11_KC_HOU,KC,19,36,182,0,1,1,-1,1,0,0,182,9,-13.926004826594582,,0,7,2,1,0,19,78,1,3,2,4,-11.319197661650833,0,2,2,0,0,19,0,182,0,0,0,0,0,9,9.145309767976869,0,7,2,1,0,1,48,16,16,0,0,1,0.0,0.0,0,1,29,5,0,0,0,0,2,-11,0,0,0,6,43,3,2,2,0,4,2,1,37,8,278,1,1,0,0,22,1.0,0,1,0,0,0,0,0,0,0,0,0,0,22,,,22,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,44,161,1,0,1,0,0,3,5,0,156
2005,12,HOU,REG,2005_12_STL_HOU,LA,25,35,293,3,1,3,-5,0,0,0,293,17,15.008749637039676,,0,13,6,3,0,31,124,0,0,0,8,-1.5091322405337242,0,6,3,0,0,25,0,293,3,0,0,0,0,17,31.478665967821144,0,13,6,3,0,0,44,14,16,0,0,2,7.0,33.0,0,1,6,9,0,1,0,0,0,0,0,0,0,4,54,6,1,0,0,1,1,3,30,5,146,2,3,1,0,39,0.6666666666666666,0,0,2,0,0,0,0,0,0,1,0,0,39;35,46,,74,46,0,3,3,0,0,1.0,0,0,0,0,0,2,0,47,77,0,0,1,1,0,0,0,0,57
2005,13,HOU,REG,2005_13_HOU_BAL,BAL,17,37,165,0,1,5,-32,1,0,0,165,9,-12.53467817121239,,0,7,3,1,0,34,165,0,0,0,7,1.109383502559182,0,5,3,1,0,17,0,165,0,0,0,0,0,9,16.423188553657383,0,7,3,1,0,0,39,9,9,0,0,4,4.0,33.0,0,0,0,2,0,3,0,0,4,-1,2,0,0,11,93,6,1,4,0,5,1,7,50,4,99,5,5,0,0,39,1.0,0,3,2,0,0,0,0,0,0,0,0,0,39;26;22;29;39,,,155,0,0,0,0,0,0,,0,0,0,0,0,6,0,42,210,3,0,1,0,4,1,0,0,210
2005,14,HOU,REG,2005_14_HOU_TEN,TEN,17,26,116,1,0,6,-34,0,0,0,116,5,-10.110284653482761,,0,4,1,0,0,26,152,0,0,0,6,2.1694008808699436,0,4,3,1,1,17,0,116,1,0,0,0,0,5,6.143818671349436,0,4,1,0,0,0,22,26,30,0,0,0,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,72,5,0,0,0,0,0,2,-2,4,123,1,3,1,1,30,0.3333333333333333,0,0,1,0,0,0,0,0,1,0,0,0,30,31,37,30,31,37,1,1,0,0,1.0,0,0,0,0,0,9,0,51,322,3,2,1,0,3,3,80,1,242
2005,15,HOU,REG,2005_15_ARI_HOU,ARI,22,33,150,0,1,3,-16,1,1,0,150,10,-5.294130584820255,,0,5,1,0,0,35,119,3,0,0,7,-3.5040919776207327,0,1,1,1,0,22,0,150,0,0,0,0,0,10,11.67643597049755,0,5,1,0,0,0,43,11,13,0,0,3,6.0,39.0,0,2,7,7,0,0,0,0,0,0,2,0,0,5,43,5,1,0,0,1,1,1,8,5,86,3,3,0,0,41,1.0,0,2,0,1,0,0,0,0,0,0,0,0,27;41;26,,,94,0,0,3,3,0,0,1.0,0,0,0,0,0,4,0,53,160,1,0,0,0,1,3,6,0,154
2005,16,HOU,REG,2005_16_JAX_HOU,JAX,19,29,295,2,1,4,-32,1,0,0,295,13,6.254007435732066,,0,11,4,3,2,29,107,0,0,0,4,-5.397558727657817,0,3,1,0,0,19,0,295,2,0,0,0,0,13,25.969515713164583,0,11,4,3,2,0,38,14,22,0,0,2,3.0,16.0,0,0,0,8,0,0,0,0,1,0,0,0,0,7,40,3,1,0,0,1,0,1,8,4,53,2,4,2,0,53,0.5,0,0,1,0,1,0,0,0,1,1,0,0,37;53,38;48,,90,86,0,2,2,0,0,1.0,0,0,0,0,0,2,0,41,64,0,1,0,0,1,0,0,0,64
2005,17,HOU,REG,2005_17_HOU_SF,SF,18,36,196,1,2,0,0,0,0,0,196,8,-11.68813296943606,,0,9,4,3,0,25,88,1,0,0,5,1.3300865166820586,0,1,0,0,0,18,0,196,1,0,0,0,0,8,15.05033686675597,0,9,4,3,0,0,54,0,34,0,0,0,3.0,17.0,0,1,0,6,0,0,0,0,0,0,0,0,0,8,74,3,0,0,0,0,0,3,27,4,89,1,2,1,0,21,0.5,0,1,0,0,0,0,0,0,1,0,0,0,21,31,,21,31,0,2,2,0,0,1.0,0,0,0,0,0,7,0,44,280,5,0,4,0,1,2,21,0,259
2006,1,HOU,REG,2006_01_PHI_HOU,PHI,18,27,208,1,0,5,-37,0,0,141,99,9,-4.691724539710096,11.983247179734079,0,9,4,4,1,20,70,0,0,0,7,-0.8509622738347389,0,3,2,0,0,18,0,208,1,1,0,141,99,9,13.682668801164255,0,9,4,4,1,0,41,13,13,0,0,0,1.0,3.0,3,1,11,3,0,0,0,0,1,0,0,0,0,3,20,4,1,0,0,1,0,1,0,5,105,1,1,0,0,34,1.0,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,1,1,0,0,1.0,0,0,0,0,0,5,0,55,223,2,0,0,0,2,3,25,0,198
2006,2,HOU,REG,2006_02_HOU_IND,IND,22,26,219,3,0,4,-28,2,0,135,105,13,11.211924997158349,15.62489832823093,0,10,4,2,0,23,108,0,2,2,3,-9.643757555260626,0,1,1,1,0,22,0,219,3,0,0,135,105,13,19.92886666377308,0,10,4,2,0,0,49,17,17,0,0,1,2.0,10.0,5,0,0,1,0,0,0,0,2,-1,1,0,0,8,58,4,3,1,0,4,2,0,0,7,162,1,1,0,0,43,1.0,0,0,0,1,0,0,0,0,0,0,0,0,43,,,43,0,0,3,3,0,0,1.0,0,0,0,0,0,4,0,46,165,0,0,0,0,1,3,18,0,147
2006,3,HOU,REG,2006_03_WAS_HOU,WAS,19,29,208,2,1,1,-8,0,0,212,110,11,1.5674686500860844,-5.579979325595655,0,7,2,2,1,18,61,0,3,1,4,-3.9116204796154053,1,1,0,0,0,19,0,208,2,0,0,212,110,11,16.215436762577156,0,7,2,2,1,0,56,7,11,0,0,1,0.0,0.0,1,0,0,2,0,0,0,0,2,-1,1,19,0,7,57,4,1,2,0,3,1,2,16,5,107,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,4,0,49,158,2,0,1,0,2,1,4,0,154
2006,4,HOU,REG,2006_04_MIA_HOU,MIA,22,29,230,1,1,5,-19,1,1,262,79,13,2.4633486639843833,15.767595916986465,0,9,4,4,0,33,65,1,1,0,5,-8.486417087435257,0,1,1,0,0,22,0,230,1,0,0,262,79,13,21.48085559449583,0,9,4,4,0,0,39,5,9,0,0,0,5.0,30.0,10,0,0,5,0,0,0,0,1,0,0,0,0,2,15,2,2,0,0,2,1,3,20,2,71,1,1,0,0,32,1.0,0,0,1,0,0,0,0,0,0,0,0,0,32,,,32,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,51,186,1,0,0,1,2,1,11,0,155
2006,6,HOU,REG,2006_06_HOU_DAL,DAL,23,38,198,0,2,0,0,0,0,176,75,9,-8.555929157140394,7.648168702920278,0,8,3,1,0,17,34,0,0,0,1,-4.948386647897085,0,0,0,0,0,23,0,198,0,0,0,176,75,9,7.519881637825165,0,8,3,1,0,0,55,0,10,0,0,0,2.0,19.0,2,0,0,2,0,0,0,0,0,0,0,0,0,7,42,6,1,0,0,1,1,2,43,6,109,2,2,0,0,48,1.0,1,0,0,1,0,0,0,0,0,0,0,0,19;48,,,67,0,0,0,0,0,0,,0,0,0,0,0,6,0,46,234,0,0,0,1,2,3,5,0,209
2006,7,HOU,REG,2006_07_JAX_HOU,JAX,25,34,224,2,0,1,-6,0,0,111,141,10,5.3993399696683735,4.372849287810149,0,9,2,2,0,34,131,1,0,0,10,-4.918449027318275,0,3,3,2,0,25,0,224,2,0,0,111,141,10,15.490167599811684,0,9,2,2,0,0,31,13,13,0,0,2,1.0,7.0,5,0,0,3,0,0,0,0,0,0,2,15,0,3,17,5,0,0,0,0,0,2,10,1,28,2,3,1,0,43,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,43;21,38,,64,38,0,3,3,0,0,1.0,0,0,0,0,0,5,0,49,217,1,0,0,0,2,3,5,0,212
2006,8,HOU,REG,2006_08_HOU_TEN,TEN,33,46,299,3,2,4,-20,2,2,325,170,16,-5.198998606029488,7.764920459853278,0,12,5,3,0,26,148,0,0,0,8,5.945704873272916,0,2,2,1,0,33,0,299,3,1,0,325,170,16,24.640549318784327,0,12,5,3,0,0,27,14,16,0,0,0,1.0,1.0,3,0,0,2,0,0,0,0,0,0,0,0,0,10,74,5,2,2,1,4,3,1,14,5,123,1,1,0,0,27,1.0,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,1,2,0,1,0.5,0,0,0,0,0,3,0,54,131,0,0,0,0,0,3,59,1,72
2006,9,HOU,REG,2006_09_HOU_NYG,NYG,21,30,176,0,0,1,-6,0,0,161,103,10,7.948273007474136,2.700102428595225,0,8,1,1,0,26,81,1,0,0,5,0.21829670303850435,0,1,1,0,0,21,0,176,0,1,1,161,103,10,12.434648178896168,0,8,1,1,0,0,28,19,19,0,0,0,2.0,16.0,4,1,2,3,0,0,0,0,0,0,0,0,0,8,65,5,1,0,0,1,1,1,10,3,67,1,2,1,0,41,0.5,0,0,0,1,0,0,0,0,0,1,0,0,41,42,,41,42,0,1,1,0,0,1.0,0,0,0,0,0,3,0,38,93,1,0,1,0,1,1,0,0,93
2006,10,HOU,REG,2006_10_HOU_JAX,JAX,17,35,176,0,0,3,-18,0,0,161,84,9,-4.943698944731025,-12.410029396414757,0,7,2,2,1,42,148,1,1,0,9,4.938968139525969,0,4,3,0,0,17,0,176,0,0,0,161,84,9,14.618756356590893,0,7,2,2,1,0,37,2,2,0,0,0,2.0,10.0,4,4,21,10,0,0,0,0,1,0,0,0,0,6,51,3,1,0,0,1,0,1,12,3,67,2,4,2,0,28,0.5,0,2,0,0,0,0,0,0,1,0,1,0,25;28,32;52,,53,84,0,1,1,0,0,1.0,0,0,0,0,0,5,0,42,171,2,0,0,0,4,1,4,0,167
