season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2006,11,HOU,REG,2006_11_BUF_HOU,BUF,25,30,223,0,1,2,-14,0,0,195,119,11,2.6899251852591988,12.414377044748377,0,11,6,3,0,27,188,2,1,0,9,7.966999436321203,0,7,5,3,0,25,0,223,0,2,1,195,119,11,5.83032361586811,0,11,6,3,0,0,46,7,7,0,0,0,2.0,7.0,3,1,9,7,1,0,0,0,1,-3,0,0,0,5,40,3,2,1,1,3,1,2,21,4,58,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0,6,0,53,245,3,0,3,0,1,2,12,0,233
2006,12,HOU,REG,2006_12_HOU_NYJ,NYJ,39,54,321,1,1,4,-14,0,0,239,184,18,0.7235018544502652,5.5686314702034,1,12,2,1,0,14,25,0,1,0,2,-7.374727224349044,0,0,0,0,0,39,0,321,1,0,0,239,184,18,18.159784212097083,1,12,2,1,0,0,40,14,14,0,0,1,1.0,9.0,2,0,0,3,0,0,0,0,1,-9,0,0,0,7,77,6,0,1,0,1,0,1,6,7,166,1,2,1,0,47,0.5,0,0,0,1,0,0,0,0,0,0,1,0,47,59,,47,59,0,0,0,0,0,,0,0,0,0,0,5,0,55,241,1,0,1,1,1,2,12,0,209
2006,13,HOU,REG,2006_13_HOU_OAK,LV,7,14,32,0,0,5,-37,3,2,30,33,2,-22.052394117213268,-9.351756672064463,0,0,0,0,0,32,129,1,0,0,8,-1.0016645283398546,0,5,3,0,0,7,0,32,0,0,0,30,33,2,0.8218770500971004,0,0,0,0,0,0,56,7,7,0,0,3,5.0,49.0,5,2,35,8,0,0,0,0,1,0,3,58,1,5,46,4,3,0,0,3,2,2,67,3,111,3,4,1,0,47,0.75,0,0,1,2,0,0,0,0,0,1,0,0,42;47;39,41,,128,41,0,2,2,0,0,1.0,0,0,0,0,0,5,0,49,202,0,0,0,1,1,3,47,0,135
2006,14,HOU,REG,2006_14_TEN_HOU,TEN,17,23,140,0,0,2,-7,0,0,152,102,6,-2.1577793060898824,7.021876743861607,0,5,2,1,0,30,107,2,0,0,8,0.60197701513708,0,4,1,0,0,17,0,140,0,0,0,152,102,6,5.0916236253358385,0,5,2,1,0,0,41,19,19,0,0,1,2.0,18.0,4,1,0,7,0,0,0,0,0,0,1,0,0,7,64,3,0,0,0,0,0,1,-2,5,87,2,2,0,0,49,1.0,0,0,0,2,0,0,0,0,0,0,0,0,49;46,,,95,0,0,2,2,0,0,1.0,0,0,0,0,0,6,0,53,251,0,0,2,0,0,4,16,0,235
2006,15,HOU,REG,2006_15_HOU_NE,NE,16,28,127,0,4,4,-34,1,0,188,77,7,-25.27780431532301,-6.331727019062749,0,3,1,1,0,22,105,1,0,0,6,-0.4602727667079307,0,4,2,0,0,16,0,127,0,0,0,188,77,7,8.209031886653975,0,3,1,1,0,0,28,27,27,0,0,0,1.0,4.0,1,0,0,2,0,0,0,0,1,0,0,0,0,4,66,1,1,0,0,1,0,2,16,8,151,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,7,0,56,295,1,0,1,0,2,4,44,0,251
2006,16,HOU,REG,2006_16_IND_HOU,IND,16,23,163,1,0,0,0,0,0,120,94,8,7.979087279876694,4.43474494892618,0,7,4,2,0,42,191,2,0,0,14,7.663546626273434,0,3,3,0,0,16,0,163,1,0,0,120,94,8,13.538531187630724,0,7,4,2,0,0,30,9,9,0,0,1,0.0,0.0,2,0,0,4,0,0,0,0,0,0,1,0,0,4,25,4,0,1,1,1,0,1,4,5,147,2,2,0,0,48,1.0,0,0,0,2,0,0,0,0,0,0,0,0,42;48,,,90,0,0,3,3,0,0,1.0,1,1,0,0,48,2,0,46,80,0,0,0,1,1,0,0,0,60
2006,17,HOU,REG,2006_17_CLE_HOU,CLE,9,15,86,0,1,1,-3,0,0,95,58,4,-7.239179318014067,-7.162669897079468,0,4,1,0,0,26,94,1,1,0,7,-7.2860778153990395,0,2,2,0,0,9,0,86,0,0,0,95,58,4,4.0667587123462,0,4,1,0,0,0,41,20,20,0,0,3,1.0,8.0,0,1,0,3,0,0,0,0,1,0,2,47,1,4,31,3,0,1,0,1,0,1,5,2,50,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0,6,0,62,271,1,0,2,0,2,2,13,0,258
2007,1,HOU,REG,2007_01_KC_HOU,KC,16,22,225,1,1,2,-19,0,0,176,106,7,5.396896847135487,7.2408019077210195,0,8,3,2,1,31,109,0,0,0,6,-5.932616047693303,0,2,2,0,0,16,0,225,1,1,1,176,106,7,12.235952884831931,0,8,3,2,1,0,41,8,10,0,0,2,3.0,21.0,4,2,-4,7,0,0,0,0,0,0,2,38,1,6,45,2,1,0,0,1,1,4,14,2,51,2,2,0,0,28,1.0,0,2,0,0,0,0,0,0,0,0,0,0,26;28,,,54,0,0,2,2,0,0,1.0,0,0,0,0,0,3,0,59,165,1,0,0,0,0,3,19,0,146
2007,2,HOU,REG,2007_02_HOU_CAR,CAR,20,28,227,2,0,0,0,0,0,216,94,11,14.063775122305621,12.83391327769668,0,11,3,3,0,36,119,1,0,0,8,-2.56026770539725,0,3,2,0,0,20,0,227,2,1,1,216,94,11,17.79434580128315,0,11,3,3,0,0,44,5,9,0,0,3,3.0,29.0,2,1,10,6,0,0,0,0,0,0,2,0,1,5,40,4,1,0,0,1,1,2,32,3,48,2,2,0,0,33,1.0,0,1,1,0,0,0,0,0,0,0,0,0,25;33,,,58,0,0,4,4,0,0,1.0,0,0,0,0,0,5,0,47,196,3,1,2,0,0,2,18,0,178
2007,3,HOU,REG,2007_03_IND_HOU,IND,27,33,236,1,2,3,-22,2,0,180,90,10,-0.18800133146841036,14.216213244380373,0,8,1,1,1,17,40,1,0,0,5,-3.511937516130274,0,0,0,0,0,27,0,236,1,1,0,180,90,10,17.04596059134666,0,8,1,1,1,1,42,12,14,0,0,1,1.0,3.0,2,0,0,4,0,0,0,0,3,5,0,0,0,2,15,5,3,0,0,3,0,2,86,7,233,1,1,0,0,33,1.0,0,0,1,0,0,0,0,0,0,0,0,0,33,,,33,0,0,3,3,0,0,1.0,0,0,0,0,0,3,0,46,110,2,0,1,0,2,0,0,0,110
2007,4,HOU,REG,2007_04_HOU_ATL,ATL,28,40,317,1,0,1,-6,1,1,327,72,14,4.790932169882481,13.92520078590938,0,12,6,3,1,22,87,0,1,0,3,-3.227265291405308,0,2,2,1,0,28,0,317,1,1,1,327,72,14,13.23227209150507,0,12,6,3,1,0,51,5,5,0,0,0,2.0,9.0,2,0,0,1,0,0,0,0,0,-6,0,0,0,7,78,6,2,1,1,3,2,2,1,5,131,3,4,1,0,42,0.75,1,0,1,1,0,0,0,1,0,0,0,0,42;37;19,25,,98,25,0,1,1,0,0,1.0,0,0,0,0,0,2,0,57,105,1,0,0,0,1,1,18,0,87
2007,5,HOU,REG,2007_05_MIA_HOU,MIA,20,34,294,0,1,2,-16,1,1,389,71,12,-0.8701654519575468,-1.451941060297417,0,12,10,4,1,28,74,1,0,0,6,0.4830393385491334,0,0,0,0,0,20,0,294,0,0,0,389,71,12,22.079661709431093,0,12,10,4,1,0,37,11,13,0,0,0,1.0,8.0,3,1,9,6,0,0,0,0,0,0,0,0,0,6,60,5,1,0,0,1,1,0,0,5,164,5,5,0,0,57,1.0,0,1,0,1,3,0,0,0,0,0,0,0,54;43;54;20;57,,,228,0,0,1,1,0,0,1.0,1,1,0,0,57,1,0,47,47,1,0,0,0,1,0,0,0,47
2007,6,HOU,REG,2007_06_HOU_JAX,JAX,30,43,341,1,1,2,-12,1,1,369,93,18,2.5567134404453666,7.738128304481506,0,15,5,4,1,24,61,0,0,0,5,-2.4978299249101994,1,0,0,0,0,30,0,341,1,1,1,369,93,18,22.465422190201934,0,15,5,4,1,0,48,1,1,0,0,2,1.0,8.0,3,0,0,1,0,0,0,0,0,0,3,0,0,8,58,4,2,0,1,2,2,0,0,6,82,3,3,0,0,35,1.0,0,1,2,0,0,0,0,0,0,0,0,0,20;35;33,,,88,0,0,0,0,0,0,,0,0,0,0,0,2,0,56,89,1,0,1,0,0,1,0,0,89
2007,7,HOU,REG,2007_07_TEN_HOU,TEN,27,44,313,4,3,2,-19,1,0,268,256,16,0.10673243178473779,-5.0125320510166445,1,11,4,4,2,12,39,0,1,1,1,-7.125029012851883,0,2,0,0,0,27,0,313,4,1,1,268,256,16,22.8911758837495,1,11,4,4,2,0,56,13,19,0,0,3,1.0,13.0,3,0,0,6,0,1,0,0,1,-2,2,26,1,4,37,5,2,2,0,4,3,2,5,8,199,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0,5,0,53,225,0,0,1,0,3,1,22,0,203
2007,8,HOU,REG,2007_08_HOU_SD,LAC,28,45,253,1,4,1,-1,0,0,333,86,13,-10.64429969952524,-0.9110406387683957,0,9,2,2,0,29,115,0,0,0,8,-5.148658594349399,0,3,2,1,0,28,1,253,1,0,0,333,86,13,21.494377371156588,0,9,2,2,0,0,30,8,8,0,0,0,1.0,2.0,1,0,0,1,0,0,0,0,0,-33,0,0,0,5,31,2,0,1,0,1,1,3,13,6,117,1,1,0,0,40,1.0,0,0,0,1,0,0,0,0,0,0,0,0,40,,,40,0,0,1,1,0,0,1.0,0,0,0,0,0,4,0,54,173,1,1,0,1,0,2,17,0,136
2007,9,HOU,REG,2007_09_HOU_OAK,LV,11,19,181,1,1,0,0,0,0,185,84,7,8.350551609627768,3.157567150062985,0,7,3,3,2,39,178,2,0,0,10,7.947390255867504,0,4,4,1,0,11,0,181,1,1,0,185,89,7,16.651856547803618,0,7,3,3,2,0,38,13,13,0,0,0,1.0,1.0,3,3,16,8,0,0,0,0,1,0,0,0,0,9,56,4,1,0,0,1,0,2,22,2,51,1,2,0,1,40,0.5,0,0,0,1,0,0,0,0,0,0,0,0,40,,43,40,0,43,3,3,0,0,1.0,0,0,0,0,0,3,0,38,84,2,1,0,0,1,1,3,0,81
2007,11,HOU,REG,2007_11_NO_HOU,NO,21,33,293,2,0,1,-6,0,0,324,100,11,10.206581888086946,1.823201294868223,0,11,6,4,1,25,103,0,1,1,8,-7.79000231063995,0,2,1,1,0,21,0,293,2,2,1,324,100,11,15.9570142920129,0,11,6,4,1,0,41,18,18,0,0,3,1.0,10.0,1,2,11,9,0,0,0,0,0,0,1,0,0,3,22,5,3,0,1,3,2,3,31,3,65,3,3,0,0,53,1.0,0,1,1,0,1,0,0,0,0,0,0,0,36;53;23,,,112,0,0,2,2,0,0,1.0,0,0,0,0,0,3,0,57,139,1,0,1,1,0,1,9,0,110
2007,12,HOU,REG,2007_12_HOU_CLE,CLE,22,36,256,2,2,2,-19,0,0,283,98,13,-3.4885710498193214,7.165765411713544,0,13,6,2,0,18,77,0,0,0,3,0.2523617892875336,0,2,1,0,0,22,0,256,2,1,1,283,98,13,12.21538510213381,0,13,6,2,0,0,51,11,11,0,0,2,1.0,4.0,0,1,33,2,0,0,0,0,0,0,0,0,0,5,26,5,1,0,0,1,1,1,16,5,95,1,2,1,0,41,0.5,0,0,0,1,0,0,0,0,0,1,0,0,41,46,,41,46,0,2,2,0,0,1.0,0,0,0,0,0,4,0,37,137,0,0,1,0,1,2,21,0,116
2007,13,HOU,REG,2007_13_HOU_TEN,TEN,20,35,219,1,1,2,-23,1,0,306,46,11,1.214974734858446,-1.998020453112466,0,9,6,1,0,25,119,1,1,0,6,1.385514433044591,0,3,2,1,0,20,0,219,1,0,0,306,46,11,18.296944959438406,0,9,6,1,0,0,29,25,27,0,0,0,3.0,19.0,4,1,0,5,0,1,0,21,2,0,0,0,0,5,36,5,2,1,0,3,1,3,-4,4,74,2,2,0,0,50,1.0,0,0,0,1,1,0,0,0,0,0,0,0,45;50,,,95,0,0,2,2,0,0,1.0,0,0,0,0,0,6,0,56,249,1,0,0,1,3,2,11,0,218
2007,14,HOU,REG,2007_14_TB_HOU,TB,27,36,209,3,0,3,-23,2,2,235,83,17,5.452850520785432,9.917938295337889,0,5,1,0,0,27,71,0,0,0,1,-9.199896726640873,0,0,0,0,0,27,0,209,3,0,0,235,83,17,22.30902437842451,0,5,1,0,0,1,32,16,20,0,0,1,4.0,32.0,6,0,0,3,0,0,0,0,0,0,2,22,0,5,35,2,2,0,0,2,2,2,4,2,115,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0,5,0,50,213,3,1,1,0,2,1,3,0,210
2007,15,HOU,REG,2007_15_DEN_HOU,DEN,16,27,200,1,1,0,0,0,0,260,55,10,2.146515226002981,-2.797214742060061,0,8,5,5,0,31,158,3,0,0,11,10.16324177023489,0,5,5,1,0,16,0,200,1,0,0,260,55,10,15.519796373380814,0,8,5,5,0,0,33,24,24,0,0,0,5.0,18.0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,15,1,0,0,0,0,0,2,5,4,116,1,1,0,0,41,1.0,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,4,4,0,0,1.0,0,0,0,0,0,3,0,44,113,1,1,1,0,0,1,10,0,103
2007,16,HOU,REG,2007_16_HOU_IND,IND,22,36,233,2,3,0,0,0,0,312,91,12,-5.056117832080393,-2.6340862115224204,0,7,6,1,0,19,66,0,0,0,5,3.807072504292708,1,2,2,0,0,22,0,233,2,0,0,312,91,12,20.589045321683468,0,7,6,1,0,0,40,19,19,0,0,1,1.0,2.0,2,0,0,5,0,0,0,0,0,0,1,0,0,6,55,3,0,0,0,0,0,1,12,7,186,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,49,,0,49,0,1,1,0,0,1.0,0,0,0,0,0,4,0,49,178,4,0,2,0,2,0,0,0,178
2007,17,HOU,REG,2007_17_JAX_HOU,JAX,11,18,128,1,1,1,-8,0,0,98,69,8,6.5088755391479935,-7.589622835318248,0,7,2,1,0,34,170,3,0,0,10,4.29740026514628,0,5,4,1,1,11,0,128,1,0,0,98,69,8,16.55055304209236,0,7,2,1,0,2,37,15,17,0,0,0,2.0,17.0,4,0,0,7,0,0,0,0,0,0,1,1,0,3,20,0,0,0,0,0,0,4,50,5,234,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,6,0,0,1.0,0,0,0,0,0,2,0,39,73,2,0,0,0,1,1,0,0,73
2008,1,HOU,REG,2008_01_HOU_PIT,PIT,25,33,202,1,2,5,-43,1,1,198,57,13,-9.886604046439807,11.877135746181011,0,11,2,1,0,20,75,1,0,0,5,-2.2213936997868586,0,1,1,0,0,25,0,202,1,0,0,198,57,13,14.309714282930308,0,11,2,1,0,0,36,14,24,0,0,2,2.0,15.0,1,0,0,2,0,0,0,0,0,0,1,41,0,5,43,5,1,0,0,1,1,2,5,6,112,1,1,0,0,34,1.0,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,56,173,1,0,0,1,2,1,-3,0,156
2008,3,HOU,REG,2008_03_HOU_TEN,TEN,17,37,188,0,3,3,-17,1,0,338,90,8,-23.430747572229077,-6.449071442087491,0,7,4,2,1,28,146,1,1,0,7,1.373545114242006,0,3,2,2,1,17,0,188,0,0,0,338,90,8,8.715859103831463,0,7,4,2,1,0,29,21,25,0,0,1,0.0,0.0,1,1,33,4,0,0,0,0,2,-2,1,6,0,2,10,6,1,1,0,2,0,4,45,4,82,2,2,0,0,44,1.0,0,1,0,1,0,0,0,0,0,0,0,0,44;24,,,68,0,0,0,0,0,0,,0,0,0,0,0,4,0,57,170,2,0,2,0,0,2,15,0,155
2008,4,HOU,REG,2008_04_HOU_JAX,JAX,29,40,307,3,0,0,0,0,0,285,141,18,24.80663880278607,15.419037881735209,0,13,6,4,0,23,79,0,2,0,4,-3.1020986452669224,0,3,2,0,0,29,0,307,3,0,0,285,141,18,29.5363652339789,0,13,6,4,0,0,49,0,2,0,0,0,1.0,0.0,8,0,0,1,0,0,0,0,2,0,0,0,0,2,15,5,2,0,0,2,0,2,23,5,73,2,2,0,0,47,1.0,0,1,0,1,0,0,0,0,0,0,0,0,27;47,,,74,0,0,3,3,0,0,1.0,0,0,0,0,0,2,0,46,87,0,0,0,0,0,2,43,0,44
2008,5,HOU,REG,2008_05_IND_HOU,IND,21,33,246,1,1,2,-11,2,1,234,102,12,2.072769811282464,-1.1739359237253666,0,8,5,3,0,32,156,2,1,1,9,-2.8565833725903933,0,1,1,1,1,21,0,246,1,0,0,234,102,12,15.754120701305633,0,8,5,3,0,0,32,19,19,0,0,0,2.0,12.0,4,1,0,5,0,0,0,0,1,0,0,0,0,1,5,6,3,0,0,3,2,0,0,4,107,2,2,0,0,43,1.0,0,0,1,1,0,0,0,0,0,0,0,0,37;43,,,80,0,0,3,3,0,0,1.0,0,0,0,0,0,2,0,44,87,0,0,0,1,0,1,6,0,61
2008,6,HOU,REG,2008_06_MIA_HOU,MIA,22,42,379,1,2,1,-8,0,0,363,150,13,2.0984037673709643,-7.6866238582425,0,15,11,8,1,27,114,1,0,0,8,4.108618842568947,0,3,3,1,0,22,0,379,1,1,1,363,150,13,21.490423422597814,0,15,11,8,1,1,30,20,22,0,0,1,2.0,10.0,3,1,19,3,0,1,0,0,0,0,0,0,0,1,5,6,2,0,0,2,2,4,87,5,142,3,3,0,0,42,1.0,0,1,1,1,0,0,0,0,0,0,0,0,27;33;42,,,102,0,0,2,2,0,0,1.0,0,0,0,0,0,3,0,58,140,1,0,0,1,1,1,25,0,95
2008,7,HOU,REG,2008_07_DET_HOU,DET,26,31,267,2,0,3,-13,1,1,181,119,16,6.584293110499857,15.437858912252612,0,14,6,1,0,34,150,2,1,0,12,5.562908849940868,0,3,2,1,0,26,0,267,2,0,0,181,119,16,17.501285763661144,0,14,6,1,0,0,24,9,9,0,0,0,2.0,16.0,3,0,0,6,0,0,0,0,1,-2,0,0,0,5,41,2,1,1,0,2,1,2,-12,5,102,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0,4,0,59,195,3,0,3,0,1,0,0,0,195
2008,8,HOU,REG,2008_08_CIN_HOU,CIN,24,28,280,3,0,1,-5,0,0,238,99,17,21.970845380303217,21.061389254672186,0,9,6,4,0,31,109,1,0,0,5,-2.227156017528614,0,2,1,1,0,24,0,280,3,0,0,238,99,17,25.684351614007028,0,9,6,4,0,1,28,17,25,0,0,1,2.0,7.0,4,2,17,7,0,0,0,0,0,0,1,0,0,7,55,4,0,0,0,0,0,1,73,3,58,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,5,0,0,1.0,0,0,0,0,0,2,0,35,59,0,1,0,0,0,1,15,0,44
2008,9,HOU,REG,2008_09_HOU_MIN,MIN,32,45,363,2,2,5,-36,2,1,264,209,17,0.26632333247107454,1.849185095893012,0,15,9,6,0,16,62,0,0,0,3,-4.164268527034437,0,1,1,0,0,32,0,363,2,0,0,264,209,17,30.466149567742832,0,15,9,6,0,0,40,5,19,0,0,0,3.0,14.0,3,1,44,1,1,0,0,0,1,0,0,0,0,5,35,6,2,0,0,2,1,2,-1,5,101,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0,4,0,55,161,1,0,0,1,1,2,5,0,136
2008,10,HOU,REG,2008_10_BAL_HOU,BAL,23,38,294,1,4,2,-14,0,0,315,121,12,-17.152755015816517,-2.8885736669364728,0,8,6,4,2,16,75,0,0,0,5,0.3035521439545814,0,3,2,0,0,23,0,294,1,0,0,315,121,12,20.067893998522777,0,8,6,4,2,0,34,23,23,0,0,0,3.0,28.0,7,0,0,4,0,0,0,0,0,0,0,0,0,10,76,6,0,0,0,0,0,0,0,6,126,2,2,0,0,48,1.0,0,1,0,1,0,0,0,0,0,0,0,0,23;48,,,71,0,0,1,1,0,0,1.0,0,0,0,0,0,3,0,50,139,0,0,1,0,1,1,3,0,136
2008,11,HOU,REG,2008_11_HOU_IND,IND,13,18,192,0,1,2,-13,0,0,136,90,7,6.538336029894336,6.01713392469618,0,6,3,1,1,25,177,3,1,0,9,10.509395984758157,0,4,2,2,1,13,0,192,0,0,0,136,90,7,13.937919533636887,0,6,3,1,1,0,50,17,17,0,0,0,0.0,0.0,3,0,0,1,0,0,0,0,1,3,0,0,0,3,23,3,1,0,0,1,0,1,39,8,207,2,2,0,0,34,1.0,0,1,1,0,0,0,0,0,0,0,0,0,28;34,,,62,0,0,3,3,0,0,1.0,0,0,0,0,0,2,0,53,95,0,0,0,0,0,2,11,0,84
2008,12,HOU,REG,2008_12_HOU_CLE,CLE,24,32,275,1,2,1,-4,0,0,245,119,13,6.903253188092411,14.105850746554713,0,12,7,4,0,36,112,0,1,0,6,-10.403773340507822,0,2,2,0,0,24,0,275,1,0,0,245,119,13,18.914677184242446,0,12,7,4,0,0,32,7,7,0,0,1,0.0,0.0,4,3,29,5,0,1,0,0,2,-1,2,0,0,11,84,4,1,1,0,2,0,2,18,2,43,3,5,1,1,36,0.6,0,0,3,0,0,0,0,0,0,0,1,0,31;31;36,56,49,98,56,49,1,1,0,0,1.0,0,0,0,0,0,3,0,51,129,0,0,0,1,0,2,10,0,99
2008,13,HOU,REG,2008_13_JAX_HOU,JAX,14,25,200,1,1,0,0,0,0,196,118,8,-2.026639138018377,-6.5872039794921875,0,8,3,3,1,26,126,2,0,0,8,1.1815301790954562,0,4,4,2,1,14,0,200,1,0,0,196,118,8,11.47857291117309,0,8,3,3,1,0,48,11,11,0,0,2,3.0,25.0,6,1,13,4,0,0,0,0,1,0,2,0,0,5,30,3,0,1,0,1,0,1,28,2,35,3,3,0,0,50,1.0,0,1,1,0,1,0,0,0,0,0,0,0,38;50;20,,,108,0,0,3,3,0,0,1.0,0,0,0,0,0,3,0,41,108,3,0,1,0,2,0,0,0,108
2008,14,HOU,REG,2008_14_HOU_GB,GB,28,42,414,2,1,1,-6,0,0,446,174,18,20.502796981791295,11.293407204823616,1,17,10,8,2,31,141,0,2,1,6,-2.1381611820810686,0,4,4,1,0,28,0,414,2,1,1,446,174,18,28.294994266152024,1,17,10,8,2,0,36,12,12,0,0,0,2.0,16.0,5,1,0,3,0,2,0,0,2,-1,0,0,0,4,30,4,2,3,0,5,3,5,20,4,72,3,4,1,0,41,0.75,0,0,1,2,0,0,0,0,0,1,0,0,30;41;40,41,,111,41,0,1,1,0,0,1.0,1,1,0,0,40,3,0,47,127,1,0,0,0,1,2,8,0,119
2008,15,HOU,REG,2008_15_TEN_HOU,TEN,23,39,284,1,0,3,-16,1,1,317,95,11,-6.944518264415722,-3.3276010782290726,0,9,4,3,2,29,107,0,0,0,6,-2.5945189960184507,0,2,2,1,0,23,0,284,1,0,0,317,95,11,18.04090183720981,0,9,4,3,2,0,34,7,9,0,0,2,0.0,0.0,1,1,23,5,0,0,0,0,0,0,1,0,0,11,127,3,1,0,0,1,1,2,15,4,97,2,3,1,0,32,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,32;24,26,,56,26,0,1,1,0,0,1.0,0,0,0,0,0,6,0,57,257,3,0,2,1,2,1,17,0,220
2008,16,HOU,REG,2008_16_HOU_OAK,LV,19,36,255,0,1,3,-21,0,0,214,174,11,-8.20070090789206,-8.812416954474015,0,11,6,3,1,22,90,1,0,0,5,1.9789942177340483,0,2,2,0,0,19,0,255,0,1,0,214,173,11,14.577750016876962,0,11,6,3,1,0,48,10,10,0,0,2,1.0,13.0,1,0,0,2,0,1,0,0,2,0,1,0,0,1,15,3,2,0,0,2,0,2,30,5,94,3,3,0,0,53,1.0,0,1,0,1,1,0,0,0,0,0,0,0,53;24;40,,,117,0,0,1,1,0,0,1.0,0,0,0,0,0,4,0,44,147,1,0,1,0,1,2,80,1,67
2008,17,HOU,REG,2008_17_CHI_HOU,CHI,27,36,328,2,0,0,0,0,0,210,141,16,15.788029144665245,9.936347348349434,0,13,8,5,1,36,127,2,0,0,8,-2.6590587464161217,0,3,2,1,1,27,0,328,2,1,1,210,141,16,18.23643025138881,0,13,8,5,1,0,41,3,9,0,0,2,2.0,19.0,2,0,0,8,0,0,0,0,0,0,1,0,0,7,70,2,1,0,0,1,1,2,16,4,99,1,1,0,0,22,1.0,0,1,0,0,0,0,0,0,0,0,0,0,22,,,22,0,0,4,4,0,0,1.0,0,0,0,0,0,4,0,45,166,1,0,0,1,2,1,0,0,146
2009,1,HOU,REG,2009_01_NYJ_HOU,NYJ,18,33,166,0,1,2,-21,0,0,154,97,7,-10.794711644004565,-15.098559720949693,0,6,3,1,0,13,38,0,0,0,3,-1.4446352161467075,0,1,0,0,0,18,33,166,0,1,1,154,97,7,-11.875769414473325,0,6,3,1,0,0,43,16,20,0,0,1,0.0,0.0,3,1,14,5,0,1,0,0,1,48,0,0,1,6,37,2,2,0,0,2,1,0,0,5,118,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1.0,0,0,0,0,0,6,0,51,264,1,0,0,0,3,3,34,0,230
2009,2,HOU,REG,2009_02_HOU_TEN,TEN,25,39,357,4,0,0,0,0,0,356,154,15,25.93382506281337,6.156149506568909,0,10,7,6,2,29,63,0,2,0,3,-14.311210226801716,0,2,2,0,0,25,39,357,4,0,0,356,154,15,25.93382506281337,0,10,7,6,2,0,41,11,13,0,0,0,1.0,7.0,3,1,13,4,0,1,0,0,2,0,1,0,0,6,40,3,2,1,0,3,0,3,14,3,50,2,2,0,0,38,1.0,0,1,1,0,0,0,0,0,0,0,0,0,38;23,,,61,0,0,4,4,0,0,1.0,0,0,0,0,0,6,0,62,311,1,0,1,1,0,4,25,0,266
